2;0.000567717500962317
3;0.00013382940014707855
4;8.108730107778684e-05
5;8.936860031099059e-05
10;0.00010015370062319562
15;0.00013686959937331267
20;0.00017617670164327137
30;0.000359595799818635
40;0.0051481940005032815
50;0.006188296999607701
80;0.01016571510117501
90;0.014251729800162139
100;0.017923165100364714
110;0.025134106199402595
120;0.03269787019962678
150;0.04365085960016586
170;0.043396795399894474
200;0.05503887939994456
250;0.08257265909996932
300;0.12549398910050513
400;0.19440009739846573
500;0.30500590649971854
1000;2.0317357107014686
2500;33.298969305599165
