2;0.00016728499758755788;64
3;5.724299990106374e-05;120
4;4.41899974248372e-05;192
5;4.0991002606460825e-05;280
10;4.287399860913865e-05;960
15;5.9351001254981384e-05;2040
20;0.00033339000219712034;3520
30;0.0001804349994927179;7680
40;0.0001830649998737499;13440
50;0.006213035001565004;20800
80;0.005642759002512321;52480
90;0.0017085059989767615;66240
100;0.0007792510004946962;81600
110;0.0009351739972771611;98560
120;0.001003238998237066;117120
150;0.001275178998184856;182400
170;0.0029285459968377836;233920
200;0.0020190780014672782;323200
250;0.005774450000899378;504000
300;0.010195303002547007;724800
400;0.01802335899992613;1286400
500;0.014633576000051107;2008000
1000;0.041028586001630174;8016000
1500;0.09147782099898905;18024000
2000;0.19292016699910164;32032000
2500;0.3563009860008606;50040000
3000;0.5421935120029957;72048000
4000;1.1401967420024448;128064000
5000;2.062857854998583;200080000
10000;16.028217137001775;800160000
