2;0.010120880500471685
3;0.00045643749908776956
4;0.0013656340990564786
5;0.0003116281994152814
10;0.00016592690080869944
15;0.00021065580076538027
20;0.00026705449854489414
30;0.0005775089011876844
40;0.023539283200079808
50;0.006724317301268457
80;0.008756053900287952
90;0.012641402399458457
100;0.007273814299696824
110;0.0093776098015951
120;0.016757847701228457
150;0.02556694189988775
170;0.028643267499137436
200;0.024195850000251085
250;0.020991081999090964
300;0.02595831200160319
400;0.039253229299356464
500;0.05216775319931912
1000;0.17497775079973507
2500;2.3600324470004126
