2;0.003410041999813984
3;0.00015928269967844245
4;8.535069973731879e-05
5;7.802610052749514e-05
10;9.332750014436896e-05
15;0.00011552580072020646
20;0.00014213600079528987
30;0.00026301239959138913
40;0.0049542224005563185
50;0.002930054399985238
80;0.007956425299926195
90;0.011721649400351452
100;0.008850157400229364
110;0.011558072099796845
120;0.013196110799981398
150;0.028871528999661677
170;0.038627475300745576
200;0.05695589950082649
250;0.09633912469980714
300;0.12786208989964506
400;0.24342847909938428
500;0.4115186778992211
1000;2.4350420577004117
2500;32.77760962070024
