2;0.00014361899957293645;64
3;5.210100061958656e-05;120
4;4.2776999180205166e-05;192
5;4.3054002162534744e-05;280
10;7.84619987825863e-05;960
15;7.806799840182066e-05;2040
20;0.0028540890016302;3520
30;0.015515065999352373;7680
40;0.005138993001310155;13440
50;0.002410837001662003;20800
80;0.008189970001694746;52480
90;0.0076301599983708;66240
100;0.017828723997808993;81600
110;0.0009836870012804866;98560
120;0.0014755970005353447;117120
150;0.007401380000374047;182400
170;0.0016208650013140868;233920
200;0.001499532001616899;323200
250;0.002138356001523789;504000
300;0.006789541999751236;724800
400;0.004849560998991365;1286400
500;0.013136997000401607;2008000
1000;0.044651950996922096;8016000
1500;0.10431993399834028;18024000
2000;0.23256866199881188;32032000
2500;0.40100529999836;50040000
3000;0.6218881240019982;72048000
4000;1.5300113260018406;128064000
5000;2.0664585380000062;200080000
10000;16.312699326001166;800160000
