2;0.00024364390010305214
3;0.0001382272002956597
4;9.779950014490168e-05
5;9.744000053615309e-05
10;0.0021841776000655956
15;0.005303196099339403
20;0.00633835450062179
30;0.0038531417991180205
40;0.007569142499778536
50;0.012075771500531119
80;0.012269747900063521
90;0.019977165100135606
100;0.026264182300292305
110;0.02456188199976168
120;0.020735987400257727
150;0.011020246701082214
170;0.014312079499359243
200;0.0076550942001631485
250;0.009995380300460965
300;0.010045692099447478
400;0.008885850699516595
500;0.013383445500585367
1000;0.0369824122004502
1500;0.07399289739951201
2000;0.13021408770000562
2500;0.23526971920000506
3000;0.3610338841001067
4000;0.7115772109005775
5000;1.149363133099905
10000;8.642520680699818
