2;0.0006641872991167474
3;9.209310046571772e-05
4;6.935720011824742e-05
5;6.118729943409562e-05
10;7.917369985079858e-05
15;0.00012369599971862044
20;0.00017088070017052815
30;0.00034745709963317494
40;0.003906431300129043
50;0.00212052959977882
80;0.00837631319918728
90;0.00941799459978938
100;0.011430258000473259
110;0.01697493819956435
120;0.021300081000299544
150;0.03861956530017778
170;0.045112848700591714
200;0.05209088679985143
250;0.08213910369995574
300;0.1181966954998643
400;0.17982067079938133
500;0.2807492339004966
1000;1.9673697243004427
2500;34.844773038799396
3500;94.99854935430012
