2;0.0004366139983176254;80
3;7.80789996497333e-05;168
4;5.364399839891121e-05;288
5;5.991999933030456e-05;440
10;0.00010173299961024895;1680
15;0.0001423699941369705;3720
20;0.00019741500000236556;6560
30;0.00027521800075192004;14640
40;0.0013842549960827455;25920
50;0.0019527279946487397;40400
80;0.004206978999718558;103040
90;0.03240160900168121;130320
100;0.014966715003538411;160800
110;0.03327884100144729;194480
120;0.03296120999584673;231360
150;0.043114166997838765;361200
170;0.037055542998132296;463760
200;0.05854913400253281;641600
250;0.08450695800274843;1002000
300;0.12493494799855398;1442400
400;0.18514431299990974;2563200
500;0.29248976599774323;4004000
1000;1.9894441180003923;16008000
2500;33.095877537998604;100020000
