2;0.0008972180003183894;80
3;0.0002465610014041886;168
4;0.00012250700092408806;288
5;0.00011249499948462471;440
10;0.0001435349986422807;1680
15;0.00016173100448213518;3720
20;0.00018236900359624997;6560
30;0.0002503119976609014;14640
40;0.01425870599632617;25920
50;0.01110525200056145;40400
80;0.009463948998018168;103040
90;0.00686709099682048;130320
100;0.00560548000066774;160800
110;0.029654147001565434;194480
120;0.019848329000524245;231360
150;0.023071529001754243;361200
170;0.01581290800095303;463760
200;0.01704774800600717;641600
250;0.027848851001181174;1002000
300;0.029725444001087453;1442400
400;0.05039314599707723;2563200
500;0.07832054699974833;4004000
1000;0.3514482910031802;16008000
2500;4.355764115003694;100020000
