2;0.00017165300232591107;64
3;5.7090997870545834e-05;120
4;0.00010322500020265579;192
5;6.295000275713392e-05;280
10;7.249199916259386e-05;960
15;6.081500032451004e-05;2040
20;0.004744758000015281;3520
30;0.004629994997230824;7680
40;0.010988340000039898;13440
50;0.018854344001738355;20800
80;0.007002516998909414;52480
90;0.008520993000274757;66240
100;0.006739683998603141;81600
110;0.010651446998963365;98560
120;0.0027209200015931856;117120
150;0.0013041000020166393;182400
170;0.0017716420006763656;233920
200;0.006281966998358257;323200
250;0.0017553170000610407;504000
300;0.002689829001610633;724800
400;0.005028079998737667;1286400
500;0.02369782700043288;2008000
1000;0.03838841499964474;8016000
1500;0.09049481800320791;18024000
2000;0.1938168050000968;32032000
2500;0.368345959999715;50040000
3000;0.5497424989989668;72048000
4000;1.1558797379984753;128064000
5000;2.3351756160009245;200080000
10000;15.559355617999245;800160000
