2;0.00234131025026727
3;0.00047610024976165735
4;0.00010238040013064165
5;0.00016835674996400484
10;0.00011420965056458953
15;0.00012852135005232413
20;0.00014233075053198262
30;0.00017903315056173598
40;0.004456569600188231
50;0.003936426699874573
80;0.004380053999921074
90;0.004523555349442177
100;0.004729042399958416
110;0.006388777500251308
120;0.006355785249979817
150;0.00970459709969873
170;0.012785293700108013
200;0.02400562834973243
250;0.02164488704984251
300;0.026762770250024916
400;0.043382519749684434
500;0.06384050304968696
1000;0.29282271464962834
5000;24.80327724200015
8000;100.01604894854954
