2;0.01071613429885474
3;0.0002720841999689583
4;0.0005413925005996134
5;0.0001518363998911809
10;0.0001828223990742117
15;0.00017932630071300083
20;0.00019845359856844879
30;0.00029809639891027474
40;0.026103444999898785
50;0.009607459999824642
80;0.008997946599993156
90;0.011349747599160765
100;0.014180907698755619
110;0.009819488100038142
120;0.019340737901075045
150;0.013546894300816348
170;0.016854304500157014
200;0.018328270599158713
250;0.02774232219962869
300;0.034397310199710776
400;0.05618045369992615
500;0.06728841349904542
1000;0.26421952440141466
2500;2.8088999388011873
