2;0.0006147300009615719;80
3;0.00012160800179117359;168
4;9.139900066656992e-05;288
5;8.795699977781624e-05;440
10;0.00010708800255088136;1680
15;0.00015572700067423284;3720
20;0.00020530700203380547;6560
30;0.0004469779996725265;14640
40;0.0019714139998541214;25920
50;0.0024004379993129987;40400
80;0.005614352001430234;103040
90;0.007162892001360888;130320
100;0.010879443001613254;160800
110;0.0439191639998171;194480
120;0.02011526099886396;231360
150;0.08083467100004782;361200
170;0.0335645810009737;463760
200;0.052981133998400765;641600
250;0.09151776200087625;1002000
300;0.1252464669996698;1442400
400;0.20615653799904976;2563200
500;0.3510393760006991;4004000
1000;2.251584408000781;16008000
2500;40.69836665300318;100020000
3500;110.67662788999951;196028000
