2;0.0008181320008588955;80
3;0.00014803999874857254;168
4;7.849800022086129e-05;288
5;9.831900024437346e-05;440
10;0.00010666600064723752;1680
15;0.00018279000141774304;3720
20;0.00024682400180608965;6560
30;0.00041303699981654063;14640
40;0.0009673870008555241;25920
50;0.0014039160014363006;40400
80;0.004909819999738829;103040
90;0.010034570001153043;130320
100;0.0076183269993634894;160800
110;0.008580361001804704;194480
120;0.009704633001092589;231360
150;0.012732087001495529;361200
170;0.024682151000888553;463760
200;0.0630110109996167;641600
250;0.05356310699789901;1002000
300;0.12324753500070074;1442400
400;0.203582052999991;2563200
500;0.3065195009985473;4004000
1000;2.256317407998722;16008000
2500;40.904552545001934;100020000
3500;112.90031905100113;196028000
