2;0.0001659158991969889
3;5.632020001939963e-05
4;5.1262800116091964e-05
5;5.182069980946835e-05
10;6.243339958018623e-05
15;6.903280009282753e-05
20;0.0031344644001364943
30;0.006031668999639805
40;0.005851666099988506
50;0.0038254737002716864
80;0.004630706400348572
90;0.006659584299995913
100;0.006225704699681955
110;0.006088366100084386
120;0.005380322401106241
150;0.007997725099994569
170;0.0045063636003760624
200;0.004077790799783543
250;0.007372606800709036
300;0.010899726700154133
400;0.012621874198885052
500;0.024676023799838732
1000;0.04421376589962165
1500;0.11213341819966445
2000;0.22457462679994933
2500;0.38304092220059827
3000;0.6014813682002569
4000;1.3031823702000112
5000;2.2619081698994705
10000;16.61513612820054
