2;0.0007393539999611676;80
3;0.0002532920043449849;168
4;0.000117094001325313;288
5;0.0002336570032639429;440
10;9.564499487169087e-05;1680
15;0.00014813899906584993;3720
20;0.00018685899703996256;6560
30;0.00032403399382019415;14640
40;0.003742778004379943;25920
50;0.017579816994839348;40400
80;0.008743674006836955;103040
90;0.006685055996058509;130320
100;0.01064850600232603;160800
110;0.020362683993880637;194480
120;0.042165509999904316;231360
150;0.05412224999599857;361200
170;0.03560988399840426;463760
200;0.04590092600119533;641600
250;0.09608199100330239;1002000
300;0.132073084001604;1442400
400;0.18232587999955285;2563200
500;0.30407602099876385;4004000
1000;1.9827038910007104;16008000
2500;33.277608839001914;100020000
