2;0.004597478000505362;40
3;0.0001720790023682639;84
4;0.00010825599747477099;144
5;9.618000331101939e-05;220
10;9.994600259233266e-05;840
15;0.00011964500299654901;1860
20;0.0001575170026626438;3280
30;0.00027742699603550136;7320
40;0.0009210469943354838;12960
50;0.0015238039995892905;20200
80;0.006593221994990017;51520
90;0.03641208900080528;65160
100;0.011526554000738543;80400
110;0.012601351001649164;97240
120;0.09306036800262518;115680
150;0.0437776329999906;180600
170;0.04079481300141197;231880
200;0.06917883699497906;320800
250;0.11103184300009161;501000
300;0.14358498500223504;721200
400;0.2509299410012318;1281600
500;0.4023371019939077;2002000
1000;2.3525325520022307;8004000
2500;31.153870385001937;50010000
