2;0.00014043199917068705;32
3;6.102800034568645e-05;60
4;4.600100146490149e-05;96
5;4.049299968755804e-05;140
10;0.008479652999085374;480
15;0.0005798759993922431;1020
20;0.00037593699744320475;1760
30;0.0007177779989433475;3840
40;0.006057443002646323;6720
50;0.003172015000018291;10400
80;0.006315399998129578;26240
90;0.0020280220014683437;33120
100;0.009285490999900503;40800
110;0.010505688002012903;49280
120;0.00629044699962833;58560
150;0.0031817269991734065;91200
170;0.005298602998664137;116960
200;0.017912711002281867;161600
250;0.10564292599883629;252000
300;0.018955641997308703;362400
400;0.023561566002172185;643200
500;0.01990825900065829;1004000
1000;0.1351901319976605;4008000
1500;0.16221278499870095;9012000
2000;0.24305906500012497;16016000
2500;0.4452439519991458;25020000
3000;0.7051267970018671;36024000
4000;1.61220637599763;64032000
5000;2.9880383070012613;100040000
10000;23.00306170299882;400080000
