2;0.0039698309992672876;40
3;0.00015124399942578748;84
4;6.930000381544232e-05;144
5;5.1063005230389535e-05;220
10;6.937600119272247e-05;840
15;7.655800436623394e-05;1860
20;0.00014854100299999118;3280
30;0.0002283469948451966;7320
40;0.010074604004330467;12960
50;0.002436078000755515;20200
80;0.006026358001690824;51520
90;0.010098731996549759;65160
100;0.011014109004463535;80400
110;0.014385114998731297;97240
120;0.022648878002655692;115680
150;0.05750491199432872;180600
170;0.044179664000694174;231880
200;0.06256949800445;320800
250;0.08954219899896998;501000
300;0.1301668480009539;721200
400;0.24434973699680995;1281600
500;0.4012613960003364;2002000
1000;2.411838683001406;8004000
2500;33.3357969120043;50010000
