2;0.002651141100068344
3;0.00018715929982136004
4;0.00018478329948266037
5;0.000158653300604783
10;0.0001843650003138464
15;0.0002447890001349151
20;0.0008412118993874173
30;0.0012468073007767088
40;0.016329566398781026
50;0.011970266498974525
80;0.017034570499527037
90;0.020648432799498552
100;0.011213133300771005
110;0.016467675999592757
120;0.01973945000136155
150;0.022444777799682923
170;0.026847359898965806
200;0.02592344500008039
250;0.022745358500105794
300;0.03256016910017934
400;0.053018808400520354
500;0.08335767310127266
1000;0.3396134111011634
2500;4.3156446270011655
