2;0.01523491800071497;0.03894750699873839
3;0.0012864070013165474;0.00017451499843446072
4;0.0012240050000400515;0.000184090000402648
5;0.0015337679997173836;0.000216520000321907
10;0.0011458150001999456;0.000138718998641707
15;0.0012626410007214872;0.00012223899830132723
20;0.001071124001100543;0.00016473399955430068
30;0.0010815969999384833;0.0001358400004392024
40;0.001862322000306449;0.00021892400036449544
50;0.0014119799998297822;0.00016264599980786443
80;0.0011255849985900568;0.0001981229997909395
90;0.0009498069994151592;0.00015261500084307045
100;0.0013991450014145812;0.000114372998723411
110;0.0010308919991075527;0.0001655510004638927
120;0.0012077680003130808;0.00016973799938568845
150;0.0011369409985491075;0.0001318360009463504
170;0.0012196009993203916;0.00011773500045819674
200;0.0011351020002621226;0.00017189299978781492
250;0.001126254001064808;0.00017000299885694403
300;0.0012536760004877578;0.00018406100025458727
400;0.0013649459997395752;0.00014163000014377758
500;0.0013575589982792735;0.0003709920001710998
1000;0.001201471000968013;0.00016461999985040165
1500;0.0013514049987861654;0.00019108900050923694
2000;0.0016359189994545886;0.000205174001166597
2500;0.0013985160003358033;0.00024808200032566674
3000;0.001417586001480231;0.00025918499886756763
5000;0.001581223999892245;0.00041679599962662905
8000;0.0018087710013787728;0.00047363499834318645
10000;0.00334833300075843;0.0009345969992864411
11000;0.0023686810000072;0.0009141800001088995
12000;0.002113903001372819;0.0006939209997653961
13000;0.0021612830005324213;0.000964417999057332
14000;0.001820412000597571;0.0007884780006861547
15000;0.0029726529992331052;0.0010998020006809384
16000;0.0021878650004509836;0.0011659840001811972
17000;0.002436769998894306;0.0011136970006191405
18000;0.0022204240012797527;0.0009575439999025548
19000;0.002632953999636811;0.0013308779998624232
20000;0.0037056600012874696;0.0010686959994927747
50000;0.006160150000141584;0.003355544999067206
100000;0.012882473998615751;0.006949649001398939
500000;0.05525048299932678;0.027192246001504827
1000000;0.10037239199846226;0.047069180000107735
1500000;0.14393497899982322;0.06954871000016283
2000000;0.18748598599995603;0.09231060199999774
5000000;0.534683148998738;0.2611820700003591
10000000;1.0193479669997032;0.5283503600003314
50000000;5.637708590000329;3.660470548999001
